% Twitter Data
@RELATION tweets

@ATTRIBUTE sentiment {pro_obama, pro_romney}
@ATTRIBUTE negative_words NUMERIC
@ATTRIBUTE mention_romney NUMERIC
@ATTRIBUTE positive_words NUMERIC
@ATTRIBUTE sentence_length NUMERIC
@ATTRIBUTE vader_polarity NUMERIC
@ATTRIBUTE mention_obama NUMERIC
@ATTRIBUTE O NUMERIC
@ATTRIBUTE V NUMERIC
@ATTRIBUTE D NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE N NUMERIC
@ATTRIBUTE "," NUMERIC
@ATTRIBUTE ^ NUMERIC
@ATTRIBUTE L NUMERIC
@ATTRIBUTE ~ NUMERIC
@ATTRIBUTE @ NUMERIC
@ATTRIBUTE U NUMERIC
@ATTRIBUTE $ NUMERIC
@ATTRIBUTE E NUMERIC
@ATTRIBUTE ! NUMERIC
@ATTRIBUTE & NUMERIC
@ATTRIBUTE R NUMERIC
@ATTRIBUTE # NUMERIC
@ATTRIBUTE G NUMERIC
@ATTRIBUTE T NUMERIC
@ATTRIBUTE M NUMERIC
@ATTRIBUTE X NUMERIC
@ATTRIBUTE S NUMERIC
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE Y NUMERIC

@DATA
pro_obama,0,0,2,130,0,1,3,5,2,1,4,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
pro_romney,0,0,0,47,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pro_obama,0,0,0,28,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,1,52,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,3,0,0,132,0,1,1,3,4,3,5,0,2,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0
pro_obama,0,1,1,107,0,0,2,3,1,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,1,0,0,83,0,1,0,2,1,1,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pro_obama,0,1,1,129,0,0,0,6,3,0,7,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pro_obama,5,1,0,138,0,0,0,3,3,5,4,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pro_obama,0,1,1,119,0,1,0,1,1,0,3,0,3,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0
pro_obama,2,1,1,127,0,0,0,2,1,4,6,0,2,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0
pro_obama,1,1,0,128,0,0,2,8,3,0,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,39,0,0,2,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,2,0,2,111,0,1,5,5,1,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,1,91,0,1,0,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,112,0,1,2,7,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,1,119,0,1,1,4,0,3,6,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,1,56,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,2,0,0,62,0,1,1,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pro_romney,0,1,0,112,0,1,1,5,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
pro_romney,1,0,0,131,0,1,0,1,4,3,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pro_obama,1,1,0,132,0,1,0,5,2,0,6,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
pro_romney,0,1,2,72,1,0,0,0,0,2,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
pro_romney,0,1,0,129,0,0,1,7,3,0,6,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
pro_romney,0,0,1,75,0,1,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,116,0,1,1,6,1,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
pro_obama,0,1,2,131,0,0,1,9,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,128,0,0,2,7,2,0,2,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
pro_romney,0,1,1,130,0,0,2,3,2,0,3,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
pro_romney,2,0,1,125,0,1,0,4,5,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,1,68,0,0,1,3,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,5,99,0,0,2,5,2,1,4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
pro_romney,2,0,1,111,0,1,0,4,1,2,2,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,43,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pro_obama,2,1,0,125,0,0,3,6,3,1,6,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
pro_romney,0,0,0,107,0,1,1,4,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,0,1,2,98,0,1,0,1,1,1,2,0,3,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0
pro_obama,0,1,0,40,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,139,0,0,4,10,2,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
pro_romney,0,0,0,132,0,1,1,6,4,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
pro_obama,1,1,1,114,0,0,1,7,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
pro_romney,0,0,1,85,0,1,1,3,1,1,1,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,1,0,0,75,0,1,1,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pro_obama,1,1,0,128,0,0,3,6,2,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
pro_romney,1,0,0,131,0,1,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
pro_obama,1,1,0,125,0,0,2,6,2,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pro_obama,3,1,0,108,0,0,0,4,1,2,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pro_obama,0,0,0,79,0,1,1,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,88,0,0,1,2,2,0,3,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
pro_romney,0,1,0,76,0,0,0,1,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pro_romney,2,1,1,138,0,0,2,5,1,2,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
pro_obama,0,0,0,79,0,1,1,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,0,57,0,1,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,2,0,0,115,0,0,0,3,0,2,6,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,1,1,0,102,0,1,3,5,0,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pro_obama,0,0,0,101,0,0,1,5,3,2,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,0,0,107,0,1,0,6,3,1,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,0,121,0,0,2,7,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pro_romney,0,0,3,131,0,1,3,6,2,2,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,1,0,1,89,0,1,0,2,1,2,4,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
pro_romney,0,1,2,97,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,0,1,34,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pro_obama,1,1,1,110,0,0,2,4,1,2,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pro_obama,0,1,1,115,0,0,0,2,2,0,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pro_obama,0,0,0,57,0,1,0,1,0,0,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,0,1,99,0,0,2,2,1,0,3,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pro_romney,1,0,0,90,0,1,0,2,1,0,2,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
pro_obama,0,1,0,111,0,0,0,1,1,0,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,1,1,0,126,0,0,2,7,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,2,123,0,0,1,3,2,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,54,0,0,0,1,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,1,1,1,128,0,0,5,6,1,0,4,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
pro_romney,0,0,0,137,0,1,3,6,3,0,4,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pro_obama,0,1,1,92,0,0,0,1,1,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,2,85,0,0,1,5,0,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,2,0,1,126,0,1,1,6,2,2,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,0,1,0,74,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pro_obama,1,1,0,126,0,0,2,7,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,61,0,0,2,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,68,0,1,0,1,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,0,100,0,0,0,2,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,0,128,0,1,2,6,1,0,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,1,1,0,74,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,2,0,0,77,0,1,0,2,2,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,1,0,2,101,0,1,0,3,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,0,0,86,0,0,0,4,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pro_obama,1,1,0,77,0,0,0,3,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,0,117,0,1,1,6,3,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,2,1,1,132,0,1,2,4,1,2,4,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
pro_obama,1,1,2,74,0,0,2,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,1,129,0,0,3,6,1,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
pro_romney,0,1,1,109,0,1,0,1,0,2,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,1,1,0,131,0,1,2,4,1,1,3,0,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
pro_obama,1,1,0,78,0,0,0,2,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pro_obama,0,1,1,101,0,0,1,1,2,1,5,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0
pro_obama,0,0,0,117,0,0,0,3,3,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,130,0,1,2,4,2,2,4,0,3,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0
pro_romney,2,0,0,114,0,1,2,3,2,2,3,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
pro_romney,0,0,1,121,0,1,0,2,2,2,6,0,2,0,1,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0
pro_obama,0,0,0,69,0,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,90,0,0,0,5,1,2,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,78,0,0,0,2,1,1,2,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
pro_romney,1,0,0,50,0,1,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,0,1,61,0,1,0,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,1,0,0,85,0,1,0,4,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,0,0,136,0,1,2,4,7,0,7,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
pro_obama,0,1,1,74,0,1,0,3,1,2,3,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
pro_romney,0,1,0,115,0,1,0,2,2,0,6,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
pro_romney,1,1,3,139,0,0,2,3,5,2,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,0,1,1,110,0,0,0,8,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,27,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,128,0,0,2,6,1,2,3,0,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
pro_obama,2,1,0,129,0,0,0,3,3,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,1,1,0,113,0,0,2,6,1,0,4,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
pro_romney,2,0,0,83,0,0,0,1,2,1,5,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pro_romney,1,1,0,80,0,0,0,1,1,1,2,0,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
pro_obama,0,1,0,58,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,98,0,1,0,1,0,0,5,0,3,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0
pro_romney,1,1,2,139,0,1,4,7,1,0,5,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
pro_obama,0,1,0,99,0,0,3,6,1,0,3,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
pro_romney,0,0,1,130,0,1,2,7,2,2,3,0,3,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
pro_romney,1,0,0,98,0,1,1,5,1,3,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,1,0,0,81,0,1,1,2,1,0,3,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
pro_romney,2,0,1,85,0,1,3,3,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
pro_obama,0,1,0,50,0,0,0,2,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,0,116,0,1,2,6,2,2,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pro_obama,1,1,0,106,0,0,1,2,1,2,3,1,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
pro_obama,0,1,1,118,0,1,1,5,2,2,3,2,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
pro_obama,1,1,2,92,0,1,2,3,0,3,1,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
pro_obama,0,0,0,28,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,1,43,0,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,1,127,0,1,0,5,1,1,2,0,2,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0
pro_obama,1,1,0,131,0,1,1,7,0,1,3,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
pro_obama,2,1,0,131,0,0,3,8,3,0,6,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pro_obama,0,0,0,131,0,1,2,7,2,0,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
pro_obama,0,1,0,43,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pro_obama,0,1,1,70,0,1,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
pro_obama,0,1,0,107,0,0,0,4,3,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
pro_obama,1,1,0,90,0,0,1,4,0,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,0,1,1,42,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,1,131,0,0,1,2,4,0,7,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,0,1,1,64,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
pro_romney,0,1,2,127,0,0,0,2,0,0,8,0,2,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0
pro_romney,0,1,0,37,0,1,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,3,0,1,131,0,1,2,8,4,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pro_obama,0,1,1,90,0,1,0,1,1,0,5,0,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
pro_obama,0,1,2,129,0,0,2,5,0,2,6,1,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
pro_obama,0,1,1,73,0,1,2,3,1,0,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,109,0,0,2,4,2,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,46,0,0,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,1,1,0,106,0,1,0,4,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
pro_romney,0,1,0,129,0,1,2,5,2,1,3,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
pro_obama,2,1,0,123,0,1,0,3,1,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,0,102,0,0,5,4,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pro_obama,1,0,0,129,0,1,1,6,2,1,4,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
pro_obama,2,1,0,132,0,0,3,6,2,1,6,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
pro_romney,0,0,0,40,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,0,128,0,0,1,4,3,1,5,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
pro_romney,0,1,1,125,0,1,0,4,0,2,4,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
pro_obama,0,1,0,68,0,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,0,1,130,0,0,0,2,2,2,8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,1,43,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,67,0,0,0,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,0,137,0,0,2,7,2,1,6,0,2,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0
pro_obama,1,1,1,105,0,0,1,5,3,1,5,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
pro_obama,0,1,1,131,0,0,3,6,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
pro_obama,1,1,1,127,0,0,1,3,3,4,5,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
pro_romney,0,1,0,132,0,0,0,5,3,1,5,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pro_obama,0,1,0,46,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,0,1,1,116,0,1,1,5,1,1,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,3,1,0,128,0,1,0,4,5,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,64,0,1,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,2,0,0,66,0,1,1,3,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,1,109,0,0,0,5,4,1,5,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
pro_obama,0,1,1,110,0,1,2,6,0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
pro_romney,2,0,0,129,0,1,1,6,3,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,0,55,0,1,0,2,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,1,52,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,75,0,0,0,4,1,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,0,1,1,65,0,0,0,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,2,1,0,121,0,0,1,4,2,1,6,1,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,1,1,0,57,0,0,1,5,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,1,102,0,1,1,4,1,3,2,0,2,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
pro_obama,0,0,1,57,0,1,0,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,131,0,0,1,7,2,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,0,75,0,0,1,3,2,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,1,1,67,0,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
pro_obama,0,0,0,95,0,1,0,1,0,0,2,0,7,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
pro_obama,0,1,0,61,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,0,94,0,1,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
pro_obama,1,0,0,69,0,0,1,3,1,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pro_romney,1,0,0,109,0,1,1,4,3,2,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
pro_romney,0,0,1,47,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pro_obama,0,1,0,121,0,1,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
pro_obama,1,1,0,34,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_romney,0,0,2,68,0,1,0,2,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,1,1,0,101,0,0,2,4,4,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_obama,0,0,1,39,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,1,128,0,0,1,3,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pro_romney,0,0,3,66,1,1,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pro_romney,0,1,0,38,0,1,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pro_obama,0,1,0,89,0,1,1,3,1,0,1,0,2,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0
